user_id,recency,frequency,monetary,surge_exposure(%),r,f,m,s,rfm_concat,rfm_score,riders_segmentation,weighted_score,weighted_segmentation
R00933,12,16,250.26,0.4375,3,1,1,4,311,9,Occasional Riders,2.1,Average Risk Rider
R00934,32,21,322.99,0.2857142857142857,1,3,3,2,133,9,Occasional Riders,2.1,Average Risk Rider
R00935,5,21,281.4,0.38095238095238093,4,3,2,3,432,12,Regular Commuters,3.1999999999999997,Loyal Rider
R00936,19,24,371.51,0.25,2,4,4,1,244,11,Regular Commuters,2.9,Average Risk Rider
R00937,14,16,235.52,0.375,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R00938,8,17,289.41,0.17647058823529413,3,1,2,1,312,7,Occasional Riders,2.0000000000000004,Average Risk Rider
R00939,41,17,315.57,0.5294117647058824,1,1,3,4,113,9,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R00940,3,22,329.65,0.4090909090909091,4,3,3,3,433,13,Regular Commuters,3.4,Loyal Rider
R00941,3,30,457.28999999999996,0.4666666666666667,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R00942,11,15,235.48000000000002,0.4,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R00943,26,21,283.18,0.09523809523809523,2,3,2,1,232,8,Occasional Riders,2.2,Average Risk Rider
R00944,41,21,306.29,0.38095238095238093,1,3,3,3,133,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R00945,3,23,352.58,0.30434782608695654,4,3,3,2,433,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00946,33,20,342.49,0.55,1,2,3,4,123,10,Occasional Riders,2.0,Average Risk Rider
R00947,9,26,393.79,0.38461538461538464,3,4,4,3,344,14,Regular Commuters,3.5,Loyal Rider
R00948,8,24,389.11,0.25,3,4,4,1,344,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00949,9,22,348.38,0.5,3,3,3,4,333,13,Regular Commuters,3.1,Loyal Rider
R00950,16,18,289.21,0.3333333333333333,2,2,2,2,222,8,Occasional Riders,1.9999999999999998,Critical Risk Rider (likely churn)
R00951,10,23,300.67,0.17391304347826086,3,3,2,1,332,9,Occasional Riders,2.6,Average Risk Rider
R00952,5,18,246.66,0.2777777777777778,4,2,1,2,421,9,Occasional Riders,2.6000000000000005,Average Risk Rider
R00953,21,23,346.65999999999997,0.34782608695652173,2,3,3,3,233,11,Regular Commuters,2.5999999999999996,Average Risk Rider
R00954,3,18,262.63,0.3333333333333333,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R00955,52,13,211.85,0.46153846153846156,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00956,5,17,248.63,0.4117647058823529,4,1,1,4,411,10,Occasional Riders,2.5,Average Risk Rider
R00957,10,21,350.37,0.3333333333333333,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
R00958,13,19,297.87,0.3684210526315789,3,2,2,3,322,10,Occasional Riders,2.5,Average Risk Rider
R00959,14,22,381.84,0.36363636363636365,3,3,4,3,334,13,Regular Commuters,3.2,Loyal Rider
R00960,101,11,179.01999999999998,0.45454545454545453,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00961,13,19,330.71,0.5263157894736842,3,2,3,4,323,12,Regular Commuters,2.8000000000000003,Average Risk Rider
R00962,3,20,315.92,0.2,4,2,3,1,423,10,Occasional Riders,2.9000000000000004,Average Risk Rider
R00963,47,10,137.22,0.3,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R00964,31,18,275.27,0.3333333333333333,1,2,2,2,122,7,Occasional Riders,1.5999999999999999,Critical Risk Rider (likely churn)
R00965,46,21,297.13,0.3333333333333333,1,3,2,2,132,8,Occasional Riders,1.8999999999999997,Critical Risk Rider (likely churn)
R00966,2,22,345.03000000000003,0.3181818181818182,4,3,3,2,433,12,Regular Commuters,3.3000000000000003,Loyal Rider
R00967,4,17,275.09,0.35294117647058826,4,1,2,3,412,10,Occasional Riders,2.6,Average Risk Rider
R00968,14,20,343.4,0.3,3,2,3,2,323,10,Occasional Riders,2.6000000000000005,Average Risk Rider
R00969,6,22,316.75,0.36363636363636365,4,3,3,3,433,13,Regular Commuters,3.4,Loyal Rider
R00970,8,22,386.27,0.3181818181818182,3,3,4,2,334,12,Regular Commuters,3.1000000000000005,Loyal Rider
R00971,26,22,359.3,0.5,2,3,4,4,234,13,Regular Commuters,2.9,Average Risk Rider
R00972,13,17,245.78,0.47058823529411764,3,1,1,4,311,9,Occasional Riders,2.1,Average Risk Rider
R00973,34,27,374.11,0.25925925925925924,1,4,4,1,144,10,Occasional Riders,2.5000000000000004,Average Risk Rider
R00974,5,19,269.35,0.21052631578947367,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R00975,10,14,209.9,0.2857142857142857,3,1,1,2,311,7,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R00976,40,16,244.6,0.375,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R00977,57,21,334.93,0.42857142857142855,1,3,3,4,133,11,Regular Commuters,2.3,Average Risk Rider
R00978,10,18,309.07,0.2222222222222222,3,2,3,1,323,9,Occasional Riders,2.5000000000000004,Average Risk Rider
R00979,6,23,365.37,0.2608695652173913,4,3,4,1,434,12,Regular Commuters,3.4,Loyal Rider
R00980,25,17,246.15,0.35294117647058826,2,1,1,3,211,7,Occasional Riders,1.6,Critical Risk Rider (likely churn)
R00981,14,22,292.87,0.4090909090909091,3,3,2,3,332,11,Regular Commuters,2.8,Average Risk Rider
R00982,19,26,384.9,0.3076923076923077,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R00983,64,15,270.58,0.6666666666666666,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R00984,7,13,199.2,0.6153846153846154,4,1,1,4,411,10,Occasional Riders,2.5,Average Risk Rider
R00985,15,25,376.84,0.48,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R00986,13,25,416.6,0.32,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R00987,9,24,408.17,0.2916666666666667,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R00988,59,19,318.19,0.3684210526315789,1,2,3,3,123,9,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R00989,7,26,353.44,0.34615384615384615,4,4,3,3,443,14,Regular Commuters,3.6999999999999997,Loyal Rider
R00990,10,15,222.5,0.3333333333333333,3,1,1,2,311,7,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R00991,35,12,209.99,0.4166666666666667,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R00992,11,23,352.88,0.43478260869565216,3,3,3,4,333,13,Regular Commuters,3.1,Loyal Rider
R00993,26,16,264.43,0.375,2,1,2,3,212,8,Occasional Riders,1.8,Critical Risk Rider (likely churn)
R00994,21,20,301.09000000000003,0.3,2,2,2,2,222,8,Occasional Riders,1.9999999999999998,Critical Risk Rider (likely churn)
R00995,6,19,299.01,0.3684210526315789,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R00996,13,17,317.98,0.35294117647058826,3,1,3,3,313,10,Occasional Riders,2.4000000000000004,Average Risk Rider
R00997,7,22,369.81,0.3181818181818182,4,3,4,2,434,13,Regular Commuters,3.5,Loyal Rider
R00998,13,24,344.2,0.3333333333333333,3,4,3,2,343,12,Regular Commuters,3.2000000000000006,Loyal Rider
R00999,15,17,279.05,0.29411764705882354,2,1,2,2,212,7,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R01000,16,15,254.26999999999998,0.3333333333333333,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R01001,28,18,278.67,0.3888888888888889,1,2,2,3,122,8,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R01002,12,25,407.08,0.44,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R01003,5,22,360.15,0.3181818181818182,4,3,4,2,434,13,Regular Commuters,3.5,Loyal Rider
R01004,18,20,271.27,0.35,2,2,2,3,222,9,Occasional Riders,2.0999999999999996,Average Risk Rider
R01005,16,20,301.31,0.25,2,2,2,1,222,7,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R01006,21,19,275.62,0.3684210526315789,2,2,2,3,222,9,Occasional Riders,2.0999999999999996,Average Risk Rider
R01007,62,14,219.55,0.42857142857142855,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R01008,3,21,316.15999999999997,0.3333333333333333,4,3,3,2,433,12,Regular Commuters,3.3000000000000003,Loyal Rider
R01009,8,21,356.24,0.38095238095238093,3,3,3,3,333,12,Regular Commuters,3.0,Average Risk Rider
R01010,8,21,311.19,0.23809523809523808,3,3,3,1,333,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R01011,6,24,352.96,0.25,4,4,3,1,443,12,Regular Commuters,3.5,Loyal Rider
R01012,9,19,286.03,0.2631578947368421,3,2,2,1,322,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R01013,23,21,319.66,0.47619047619047616,2,3,3,4,233,12,Regular Commuters,2.6999999999999997,Average Risk Rider
R01014,19,19,319.5,0.3157894736842105,2,2,3,2,223,9,Occasional Riders,2.2,Average Risk Rider
R01015,25,24,393.65,0.3333333333333333,2,4,4,2,244,12,Regular Commuters,3.0,Average Risk Rider
R01016,4,23,287.05,0.43478260869565216,4,3,2,4,432,13,Regular Commuters,3.3,Loyal Rider
R01017,18,14,236.94,0.35714285714285715,2,1,1,3,211,7,Occasional Riders,1.6,Critical Risk Rider (likely churn)
R01018,5,17,308.19,0.35294117647058826,4,1,3,3,413,11,Regular Commuters,2.8,Average Risk Rider
R01019,8,20,241.61,0.25,3,2,1,1,321,7,Occasional Riders,2.1000000000000005,Average Risk Rider
R01020,17,21,283.09,0.19047619047619047,2,3,2,1,232,8,Occasional Riders,2.2,Average Risk Rider
R01021,6,21,307.58,0.3333333333333333,4,3,3,2,433,12,Regular Commuters,3.3000000000000003,Loyal Rider
R01022,6,18,284.98,0.3333333333333333,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R01023,6,26,422.76,0.34615384615384615,4,4,4,3,444,15,High‑Value Loyalists,3.8999999999999995,Loyal Rider
R01024,57,17,235.96,0.35294117647058826,1,1,1,3,111,6,At Risk Users,1.2,Critical Risk Rider (likely churn)
R01025,13,20,315.09,0.4,3,2,3,3,323,11,Regular Commuters,2.7,Average Risk Rider
R01026,6,20,295.07,0.4,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R01027,5,22,300.40999999999997,0.18181818181818182,4,3,2,1,432,10,Occasional Riders,3.0,Average Risk Rider
R01028,37,16,264.67,0.375,1,1,2,3,112,7,Occasional Riders,1.4000000000000001,Critical Risk Rider (likely churn)
R01029,99,15,238.58,0.3333333333333333,1,1,1,2,111,5,At Risk Users,1.0999999999999999,Critical Risk Rider (likely churn)
R01030,6,21,362.6,0.5238095238095238,4,3,4,4,434,15,High‑Value Loyalists,3.6999999999999997,Loyal Rider
R01031,3,22,329.0,0.18181818181818182,4,3,3,1,433,11,Regular Commuters,3.2,Loyal Rider
R01032,16,21,305.61,0.23809523809523808,2,3,3,1,233,9,Occasional Riders,2.4,Average Risk Rider
R01033,6,16,231.23,0.1875,4,1,1,1,411,7,Occasional Riders,2.2,Average Risk Rider
R01034,4,33,585.66,0.48484848484848486,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R01035,35,21,297.84000000000003,0.42857142857142855,1,3,2,4,132,10,Occasional Riders,2.0999999999999996,Average Risk Rider
R01036,3,18,259.1,0.2777777777777778,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R01037,13,25,305.12,0.08,3,4,3,1,343,11,Regular Commuters,3.1000000000000005,Loyal Rider
R01038,37,29,497.08,0.4482758620689655,1,4,4,4,144,13,Regular Commuters,2.8000000000000003,Average Risk Rider
R01039,36,18,283.08,0.2777777777777778,1,2,2,2,122,7,Occasional Riders,1.5999999999999999,Critical Risk Rider (likely churn)
R01040,48,21,341.99,0.23809523809523808,1,3,3,1,133,8,Occasional Riders,2.0,Average Risk Rider
R01041,17,15,199.13,0.3333333333333333,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R01042,8,25,373.64,0.32,3,4,4,2,344,13,Regular Commuters,3.4000000000000004,Loyal Rider
R01043,22,24,316.75,0.4583333333333333,2,4,3,4,243,13,Regular Commuters,3.0,Average Risk Rider
R01044,4,19,282.59000000000003,0.10526315789473684,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R01045,32,16,270.59,0.375,1,1,2,3,112,7,Occasional Riders,1.4000000000000001,Critical Risk Rider (likely churn)
R01046,4,23,413.68,0.391304347826087,4,3,4,3,434,14,Regular Commuters,3.5999999999999996,Loyal Rider
R01047,6,17,247.5,0.35294117647058826,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R01048,4,14,172.85,0.35714285714285715,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R01049,27,17,270.19,0.47058823529411764,2,1,2,4,212,9,Occasional Riders,1.9,Critical Risk Rider (likely churn)
R01050,2,26,369.56,0.23076923076923078,4,4,4,1,444,13,Regular Commuters,3.6999999999999997,Loyal Rider
R01051,69,14,199.78,0.21428571428571427,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R01052,4,18,244.32,0.2777777777777778,4,2,1,2,421,9,Occasional Riders,2.6000000000000005,Average Risk Rider
R01053,16,19,303.0,0.47368421052631576,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R01054,4,30,477.63,0.36666666666666664,4,4,4,3,444,15,High‑Value Loyalists,3.8999999999999995,Loyal Rider
R01055,3,20,277.79,0.25,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R01056,2,18,296.47,0.3888888888888889,4,2,2,3,422,11,Regular Commuters,2.9,Average Risk Rider
R01057,24,19,262.74,0.47368421052631576,2,2,2,4,222,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R01058,4,21,339.15,0.19047619047619047,4,3,3,1,433,11,Regular Commuters,3.2,Loyal Rider
R01059,89,18,266.62,0.2222222222222222,1,2,2,1,122,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R01060,39,22,422.54,0.5,1,3,4,4,134,12,Regular Commuters,2.4999999999999996,Average Risk Rider
R01061,35,17,269.94,0.5882352941176471,1,1,2,4,112,8,Occasional Riders,1.5,Critical Risk Rider (likely churn)
R01062,16,20,328.71,0.3,2,2,3,2,223,9,Occasional Riders,2.2,Average Risk Rider
R01063,42,18,285.05,0.3333333333333333,1,2,2,2,122,7,Occasional Riders,1.5999999999999999,Critical Risk Rider (likely churn)
R01064,17,17,271.52,0.29411764705882354,2,1,2,2,212,7,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R01065,11,21,313.15,0.23809523809523808,3,3,3,1,333,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R01066,12,25,395.4,0.52,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R01067,14,19,319.01,0.3157894736842105,3,2,3,2,323,10,Occasional Riders,2.6000000000000005,Average Risk Rider
R01068,9,22,315.93,0.2727272727272727,3,3,3,2,333,11,Regular Commuters,2.9000000000000004,Average Risk Rider
R01069,6,25,370.06,0.48,4,4,4,4,444,16,High‑Value Loyalists,3.9999999999999996,Loyal Rider
R01070,3,23,334.26,0.391304347826087,4,3,3,3,433,13,Regular Commuters,3.4,Loyal Rider
R01071,10,25,434.02,0.4,3,4,4,3,344,14,Regular Commuters,3.5,Loyal Rider
R01072,6,21,274.83,0.3333333333333333,4,3,2,2,432,11,Regular Commuters,3.1,Loyal Rider
R01073,39,17,279.72,0.35294117647058826,1,1,2,3,112,7,Occasional Riders,1.4000000000000001,Critical Risk Rider (likely churn)
R01074,64,17,238.54999999999998,0.23529411764705882,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R01075,10,19,295.19,0.3684210526315789,3,2,2,3,322,10,Occasional Riders,2.5,Average Risk Rider
R01076,13,16,241.22,0.375,3,1,1,3,311,8,Occasional Riders,2.0,Average Risk Rider
R01077,11,13,174.16,0.3076923076923077,3,1,1,2,311,7,Occasional Riders,1.9000000000000001,Critical Risk Rider (likely churn)
R01078,35,19,261.42,0.3684210526315789,1,2,2,3,122,8,Occasional Riders,1.7,Critical Risk Rider (likely churn)
R01079,19,22,331.27,0.3181818181818182,2,3,3,2,233,10,Occasional Riders,2.5,Average Risk Rider
R01080,63,20,315.76,0.3,1,2,3,2,123,8,Occasional Riders,1.8,Critical Risk Rider (likely churn)
R01081,31,22,340.3,0.36363636363636365,1,3,3,3,133,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R01082,30,26,392.31,0.38461538461538464,1,4,4,3,144,12,Regular Commuters,2.7,Average Risk Rider
R01083,6,17,282.59000000000003,0.4117647058823529,4,1,2,4,412,11,Regular Commuters,2.7,Average Risk Rider
R01084,37,14,210.67000000000002,0.21428571428571427,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R01085,4,18,246.10999999999999,0.2222222222222222,4,2,1,1,421,8,Occasional Riders,2.5000000000000004,Average Risk Rider
R01086,43,17,253.09,0.4117647058823529,1,1,1,4,111,7,Occasional Riders,1.2999999999999998,Critical Risk Rider (likely churn)
R01087,25,21,276.38,0.2857142857142857,2,3,2,2,232,9,Occasional Riders,2.3000000000000003,Average Risk Rider
R01088,3,27,437.49,0.3333333333333333,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R01089,56,18,301.11,0.2777777777777778,1,2,2,2,122,7,Occasional Riders,1.5999999999999999,Critical Risk Rider (likely churn)
R01090,9,20,302.41,0.3,3,2,2,2,322,9,Occasional Riders,2.4000000000000004,Average Risk Rider
R01091,31,22,358.7,0.36363636363636365,1,3,4,3,134,11,Regular Commuters,2.3999999999999995,Average Risk Rider
R01092,7,16,218.57,0.3125,4,1,1,2,411,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R01093,7,14,235.19,0.42857142857142855,4,1,1,4,411,10,Occasional Riders,2.5,Average Risk Rider
R01094,12,15,216.46,0.6,3,1,1,4,311,9,Occasional Riders,2.1,Average Risk Rider
R01095,39,16,308.15,0.5,1,1,3,4,113,9,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R01096,52,20,318.76,0.25,1,2,3,1,123,7,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R01097,11,15,235.1,0.5333333333333333,3,1,1,4,311,9,Occasional Riders,2.1,Average Risk Rider
R01098,69,23,362.83,0.21739130434782608,1,3,4,1,134,9,Occasional Riders,2.1999999999999997,Average Risk Rider
R01099,8,20,295.32,0.25,3,2,2,1,322,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R01100,48,27,451.21,0.4444444444444444,1,4,4,4,144,13,Regular Commuters,2.8000000000000003,Average Risk Rider
R01101,3,24,348.74,0.25,4,4,3,1,443,12,Regular Commuters,3.5,Loyal Rider
R01102,2,17,223.39,0.35294117647058826,4,1,1,3,411,9,Occasional Riders,2.4,Average Risk Rider
R01103,11,21,336.02,0.38095238095238093,3,3,3,3,333,12,Regular Commuters,3.0,Average Risk Rider
R01104,5,15,205.12,0.26666666666666666,4,1,1,2,411,8,Occasional Riders,2.3000000000000003,Average Risk Rider
R01105,2,19,280.91,0.3157894736842105,4,2,2,2,422,10,Occasional Riders,2.8000000000000003,Average Risk Rider
R01106,13,26,465.86,0.5384615384615384,3,4,4,4,344,15,High‑Value Loyalists,3.6,Loyal Rider
R01107,23,22,364.09000000000003,0.5,2,3,4,4,234,13,Regular Commuters,2.9,Average Risk Rider
R01108,12,23,339.40999999999997,0.391304347826087,3,3,3,3,333,12,Regular Commuters,3.0,Average Risk Rider
R01109,4,17,230.35999999999999,0.4117647058823529,4,1,1,4,411,10,Occasional Riders,2.5,Average Risk Rider
R01110,11,8,136.45,0.5,3,1,1,4,311,9,Occasional Riders,2.1,Average Risk Rider
R01111,55,17,240.4,0.17647058823529413,1,1,1,1,111,4,At Risk Users,0.9999999999999999,Critical Risk Rider (likely churn)
R01112,33,17,293.5,0.29411764705882354,1,1,2,2,112,6,At Risk Users,1.3,Critical Risk Rider (likely churn)
R01113,47,22,353.28,0.36363636363636365,1,3,3,3,133,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R01114,26,10,175.25,0.3,2,1,1,2,211,6,At Risk Users,1.5,Critical Risk Rider (likely churn)
R01115,40,22,327.17,0.36363636363636365,1,3,3,3,133,10,Occasional Riders,2.1999999999999997,Average Risk Rider
R01116,13,23,358.15999999999997,0.30434782608695654,3,3,4,2,334,12,Regular Commuters,3.1000000000000005,Loyal Rider
R01117,12,15,201.17,0.2,3,1,1,1,311,6,At Risk Users,1.8000000000000003,Critical Risk Rider (likely churn)
R01118,59,18,270.49,0.3333333333333333,1,2,2,2,122,7,Occasional Riders,1.5999999999999999,Critical Risk Rider (likely churn)
R01119,2,22,380.58,0.4090909090909091,4,3,4,3,434,14,Regular Commuters,3.5999999999999996,Loyal Rider
R01120,9,22,350.67,0.36363636363636365,3,3,3,3,333,12,Regular Commuters,3.0,Average Risk Rider
R01121,49,21,307.26,0.2857142857142857,1,3,3,2,133,9,Occasional Riders,2.1,Average Risk Rider
R01122,20,25,381.33,0.48,2,4,4,4,244,14,Regular Commuters,3.1999999999999997,Loyal Rider
R01123,3,25,405.25,0.28,4,4,4,2,444,14,Regular Commuters,3.8,Loyal Rider
R01124,17,20,286.61,0.35,2,2,2,3,222,9,Occasional Riders,2.0999999999999996,Average Risk Rider
R01125,19,17,228.46,0.4117647058823529,2,1,1,4,211,8,Occasional Riders,1.7000000000000002,Critical Risk Rider (likely churn)
R01126,16,22,353.95,0.09090909090909091,2,3,3,1,233,9,Occasional Riders,2.4,Average Risk Rider
R01127,7,19,265.0,0.2631578947368421,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R01128,3,19,289.64,0.2631578947368421,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R01129,6,19,284.52,0.42105263157894735,4,2,2,4,422,12,Regular Commuters,3.0,Average Risk Rider
R01130,5,18,272.90999999999997,0.05555555555555555,4,2,2,1,422,9,Occasional Riders,2.7,Average Risk Rider
R01131,4,18,253.74,0.2777777777777778,4,2,1,2,421,9,Occasional Riders,2.6000000000000005,Average Risk Rider
